,Date,News,Price,fear-and-greed-index
571,2/10/2021,"Nic Carter, co-founder of Castle Island Ventures, discusses the environmental impact of bitcoin and the celebrity endorsements of “meme” cryptocurrency dogecoin.",0,82
572,2/10/2021,"Ark Invest believes Tesla’s big bitcoin purchase will lead to more corporate and institutional investor adoption, driving the digital currency’s price higher and make it ...",0,82
573,2/10/2021,"General Motors has no plans of investing in bitcoin, but CEO Mary Barra said the automaker will monitor customer demand as it weighs whether to ...",0,82
574,2/10/2021,"Robert Hackett, Senior Writer at Fortune Magazine, joins Worldwide Exchange to discuss Bitcon’s continued rise, and where else investors can look in the crypto space.",0,82
575,2/10/2021,"Tesla CEO Elon Musk and other celebrities have posted multiple tweets backing dogecoin lately — and some in the cryptocurrency world aren’t impressed.Nic Carter, a ...",0,82
576,2/10/2021,"General Motors has no plans of investing in bitcoin, but CEO Mary Barra said the automaker will monitor customer demand as it weighs whether to ...",0,82
577,2/10/2021,Twitter CFO Ned Segal joined “Squawk Box” on Wednesday to discuss Tesla CEO Elon Musk’s investment in bitcoin and how Twitter is approaching the emerging ...,0,82
578,2/10/2021,"CNBC.com’s MacKenzie Sigalos brings you the day’s top business news headlines. On today’s show, CNBC’s Kate Rooney breaks down bitcoin’s surge past $48,000 after Tesla’s ...",0,82
579,2/10/2021,"Tilman Fertitta, Landry’s chairman and CEO, joins ‘Power Lunch’ to discuss the corporate interest in bitcoin and the future of online gaming and casinos.",0,82
580,2/10/2021,Tesla announced earlier this week that the company is buying $1.5 billion in bitcoin and will now accept it as payment for their vehicles. Many ...,0,82
581,2/10/2021,Billionaire businessman Tilman Fertitta told CNBC on Tuesday his luxury car dealership has sold more than a dozen vehicles to buyers using bitcoin since it ...,0,82
582,2/8/2021,[The stream is slated to start at 1:00 PM ET. Please refresh the page if you do not see a player above at that time.]CNBC’s ...,1,66
583,2/8/2021,"Tesla investor Ron Baron told CNBC on Monday he isn’t surprised about the electric car maker’s bitcoin purchase, but he cautioned that he wants explore ...",1,66
584,2/8/2021,Bitcoin’s price jumped sharply to an all-time high after Tesla revealed a big stake in the cryptocurrency and said it would start accepting payments in ...,1,66
585,2/8/2021,"Elon Musk’s deeper foray into bitcoin helps legitimize its standing as a real currency and provides a real boost to investors, Allianz Chief Economic Advisor ...",1,66
586,2/8/2021,"Tesla bought $1.5 billion in bitcoin and announced that it would start accepting the cryptocurrency as payment, according to an SEC filing on Monday. The ...",1,66
587,2/8/2021,"Tesla announced Monday it has bought $1.5 billion worth of bitcoin. In a filing with the Securities and Exchange Commission, the company said it bought ...",1,66
588,2/8/2021,"Elon Musk’s Tesla just announced it bought $1.5 billion in bitcoin, and RBC Capital Markets thinks Apple could be the next company to buy into ...",1,66
589,2/8/2021,"Tesla announced Monday it has bought $1.5 billion worth of bitcoin. In a filing with the Securities and Exchange Commission, the company said it bought ...",1,66
590,2/8/2021,"Tesla announced Monday it has bought $1.5 billion worth of bitcoin. In a filing with the Securities and Exchange Commission, the company said it bought ...",1,66
591,2/8/2021,"Tesla announced Monday it has bought $1.5 billion worth of bitcoin.In a filing with the Securities and Exchange Commission, the company said it bought the ...",1,66
592,2/8/2021,[The stream is slated to start at 1:00 PM ET. Please refresh the page if you do not see a player above at that time.]CNBC’s ...,1,66
593,2/8/2021,"Tesla announced Monday that it bought $1.5 billion worth of bitcoin, according to a filing with the SEC. Dan Ives, managing director at Wedbush Securities, ...",1,66
594,2/8/2021,"Bitcoin spiked Monday morning after the release of an SEC filing showed that Tesla bought $1.5 billion of the cryptocurrency. Carson Block, founder of Muddy ...",1,66
595,2/8/2021,"CNBC’s Brian Sullivan discusses how Tesla bought $1.5 billion in bitcoin, and the potential legal issues, with Harvey Pitt, former SEC chairman, and Lisa Braganca, ...",1,66
596,2/8/2021,CNBC’s Phil LeBeau reports on Tesla’s embrace of bitcoin with a $1.5 billion investment.,1,66
597,2/8/2021,"Balaji Srinivasan, angel investor and former Coinbase CTO, joins “Squawk Alley” to discuss the surge in bitcoin after Tesla invested $1.5 billion into the cryptocurrency.",1,66
598,2/8/2021,"CNBC’s Brian Sullivan discusses how Tesla bought $1.5 billion in bitcoin, and the potential legal issues, with Harvey Pitt, former SEC chairman, and Lisa Braganca, ...",1,66
599,2/8/2021,"In a new SEC filing, Tesla says it’s updated its investment policy to provide more flexibility for the company to be able to buy bitcoin. ...",1,66
600,2/8/2021,"Bitcoin spiked Monday morning after the release of an SEC filing showed that Tesla bought $1.5 billion of the cryptocurrency. Carson Block, founder of Muddy ...",1,66
601,2/8/2021,"In a new SEC filing, Tesla says it’s updated its investment policy to provide more flexibility for the company to be able to buy bitcoin. ...",1,66
602,2/4/2021,"FundStrat’s Tom Lee, who called the comeback in crypto in recent years and the stock market rebound in 2020, spoke to CNBC PRO about why ...",0,76
603,2/4/2021,Michael Wu of Amber Group says price volatility and corrections in bitcoin are expected though the cryptocurrency has “passed the stage” of being called a ...,0,76
604,2/4/2021,Fundstrat’s Tom Lee weighs in on bitcoin versus gold as a safe haven investment and what the cryptocurrency’s supply cliff means for the price of ...,0,76
605,2/2/2021,"It has been a volatile few months for bitcoin.On Friday alone, the cryptocurrency briefly shot 20% higher after billionaire Tesla founder Elon Musk changed his ...",1,65
606,2/2/2021,"Gemini, the cryptocurrency exchange founded by Tyler and Cameron Winklevoss, is launching a savings scheme for its U.S. users.From Tuesday, the Gemini app will add ...",1,65
607,1/29/2021,"CNBC’s Halftime Report team is joined by Anthony Scaramucci, founder of Skybridge Capital, to discuss GameStop’s wild week and what may happen next.",1,58
608,1/29/2021,Bitcoin skyrocketed as much as 20% on Friday after Elon Musk added the hashtag #bitcoin to his Twitter bio.The virtual currency climbed suddenly at around ...,1,58
609,1/29/2021,"CNBC’s Halftime Report team is joined by Anthony Scaramucci, founder of Skybridge Capital, to discuss GameStop’s wild week and what may happen next.",1,58
610,1/27/2021,"Danny Masters, CoinShares chairman, joins ‘Power Lunch’ to discuss what he attributes the rise in bitcoin and the future of the cryptocurrency in the next ...",0,61
611,1/23/2021,"Bitcoin bounced on Friday, though ended the week nearly 6% lower.The cryptocurrency had been under pressure earlier in the week on fears of a regulatory ...",0,60
612,1/23/2021,"Bitcoin dropped as much as 17 percent on Thursday, briefly dropping below the $30,000 level. The digital currency had been on a tear up until ...",0,60
613,1/23/2021,"Michael Saylor, Microstrategy CEO, joins ‘Power Lunch’ to discuss why he added to his bitcoin ownership, the cryptocurrency’s recent moves and more.",0,60
614,1/23/2021,"Bitcoin fever is back.Bitcoin hit a new high in early January, reaching a price of nearly $42,000. On Friday morning, the price of the notoriously ...",0,60
615,1/21/2021,"Bitcoin slumped for a second day Thursday, taking the digital currency’s losses to more than 10% over 48 hours and wiping off billions of dollars ...",0,65
616,1/21/2021,"Scott Minerd, global chief investment officer at Guggenheim Partners, joins ‘Closing Bell’ to discuss Biden’s impact on stocks as well as where he sees the ...",0,65
617,1/21/2021,This is CNBC’s markets live blog that will be updated throughout the day.,0,65
618,1/19/2021,"After a dizzying run that saw its price more than quadruple over the past year, professional investors are now looking at bitcoin as a potential ...",0,68
619,1/19/2021,"Bitcoin and U.S. tech stocks are viewed by investors as the biggest market bubbles right now, according to a Deutsche Bank survey released Tuesday.The survey, ...",0,68
620,1/15/2021,LONDON — A British man who accidentally threw out a hard drive with a trove of bitcoin on it is once again urging local city ...,0,76
621,1/15/2021,"Jean-Marie Mognetti, Coinshares CEO, joins ‘The Exchange’ to discuss the bounce back in bitcoin and whether he thinks the cryptocurrency can be taken advantage of ...",0,76
622,1/15/2021,"Scott Minerd, Guggenheim Partners global chief investment officer and chairman of investments, joins ‘The Exchange’ to discuss his thoughts on bitcoin and if he thinks ...",0,76
623,1/15/2021,"Thomas Less from Fundstrat Global Advisors joins ‘Closing Bell’ to discuss the volatility index, bitcoin and his views on Petco’s stock which is moving up.",0,76
624,1/13/2021,"GUANGZHOU, China — Sellers on the so-called dark web have been putting out an increasing number of advertisements for Covid-19 vaccines, asking for bitcoin as ...",1,62
625,1/13/2021,"After bitcoin hit a record high of over $41,000 on Friday, it faced a sell-off on Monday – in turn, the value of the entire ...",1,62
626,1/13/2021,"Anthony Pompliano, Founder and Partner at Morgan Creek Digital Assets, joins Worldwide Exchange to discuss Bitcoin’s wild week, and where the cryptocurrency could go next ...",1,62
627,1/13/2021,"Bitcoin pro Isaiah Jackson told CNBC on Tuesday that the cryptocurrency is a key way to fix economic injustice, and urged Black investors to get ...",1,62
628,1/13/2021,Traders are looking closely at bitcoin and other speculative investments like Tesla for signs of exuberance that may indicate where the stock market could go ...,1,62
629,1/11/2021,"GUANGZHOU, China — Bitcoin and other digital coins tanked on Monday, wiping some $150 billion off the cryptocurrency market.The market capitalization or value of the ...",0,81
630,1/11/2021,"Edward Yardeni is concerned the market will get smoked.The long-time bull, who spent decades running investment strategy for firms including Prudential and Deutsche Bank, is ...",0,81
631,1/11/2021,"Harry Alford, Humble Ventures co-founder, joins “Squawk on the Street” to discuss the cryptocurrency’s move and why it’s become a popular investment.",0,81
632,1/9/2021,Yardeni Research’s Edward Yardeni is worried a meltdown will strike the market this year.,0,88
633,1/9/2021,Value investor Bill Miller said Friday he believes owning bitcoin becomes a safer investment decision the higher the price of the digital coin gets.Bitcoin was ...,0,88
634,1/9/2021,"After Tesla revealed in an SEC filing on Monday that it has bought $1.5 billion worth of bitcoin, the price of the cryptocurrency hit a ...",0,88
635,1/7/2021,This is CNBC’s markets live blog that will be updated throughout the day.,1,82
636,1/7/2021,This is CNBC’s markets live blog that will be updated throughout the day.,1,82
637,1/7/2021,"Bitcoin smashed through $40,000 to hit a new record high on Thursday helping to lift the total value of the entire cryptocurrency market above $1 ...",1,82
638,1/7/2021,"Anthony Pompliano, co-founder of Morgan Creek Digital, discusses bitcoin’s record-breaking rally.",1,82
639,1/7/2021,"Chamath Palihapitiya says he sees bitcoin going to $200K down the road, and what he discusses what he believes to be the future for Virgin ...",1,82
640,1/5/2021,"Van Eck Associates Corp. CEO Jan Van Eck speaks to his firm’s latest proposal for a bitcoin ETF. With CNBC’s Bob Pisani, Old Mission’s Harry ...",1,74
641,1/5/2021,"Bitcoin’s remarkable ascent past $30,000 has stunned Wall Street — and one of the biggest U.S. investment banks thinks the digital currency could have much ...",1,74
642,1/5/2021,"Michael Bucella, BlockTower Partner, joins ‘Power Lunch’ to discuss bitcoin’s recent moves and who’s trading the cryptocurrency.",1,74
643,1/5/2021,"Bitcoin soared to $34,800 on Sunday. JJ Kinahan, chief market strategist at TD Ameritrade, and Alli McCartney, managing director at UBS private wealth management, join ...",1,74
644,1/3/2021,"Digital currency Bitcoin extended its record-smashing rally on Saturday, beginning the year with a surge over $30,000 for the first time, with ever more traders ...",1,87
645,1/1/2021,"Matthew Roszak, Bloq chairman and co-founder, joins CNBC’s “Closing Bell” to discuss the big run-up in bitcoin prices throughout 2020.",1,79
646,1/1/2021,"Rosenberg Research’s David Rosenberg is worried about frothiness in the market, but he’s still finding ways to make money.",1,79
647,12/30/2020,"It’s often referred to as a new form of gold, and now Carolina Panthers offensive linemen Russell Okung is making a massive bet on bitcoin.After ...",1,76
648,12/30/2020,"Bitcoin on Wednesday jumped to a record $28,599.99, after the digital currency almost quadrupled in value this year amid heightened interest from bigger investors.The world’s ...",1,76
649,12/30/2020,"Virtual currencies are a complex asset, but some donor advised funds are willing to accept these. In 2020, investors contributed $9 million in bitcoin to ...",1,76
650,12/30/2020,"Sitting on a growing bitcoin fortune? Consider giving away some of it to charity.As 2020 draws to a close, the cryptocurrency has seen a massive ...",1,76
651,12/30/2020,"Bitcoin on Wednesday jumped to a record $28,599.99, after the digital currency almost quadrupled in value this year amid heightened interest from bigger investors.The world’s ...",1,76
652,12/28/2020,"Bitcoin rallied over the Christmas holiday weekend, but in this boom market, it is now facing a crackdown from regulators seeking to impose rules for ...",1,75
653,12/28/2020,"Bitcoin rallied over the Christmas holiday weekend, but in this boom market, it is now facing a crackdown from regulators seeking to impose rules for ...",1,75
654,12/24/2020,"The Treasury Department is proposing a new regulations surrounding cryptocurrency last week, but with Bitcoin sitting well over $20,000, could it still be a good ...",1,71
655,12/24/2020,"Michael Saylor, Microstrategy CEO, discusses his bitcoin strategy, and recommends companies, including Apple, Tesla and Amazon, that are sitting on large mounds of cash, invest ...",1,71
656,12/24/2020,"The Treasury Department is proposing a new regulations surrounding cryptocurrency last week, but with Bitcoin sitting well over $20,000, could it still be a good ...",1,71
657,12/24/2020,"Michael Saylor, Microstrategy CEO, says companies sitting on cash like Tesla and Apple should be taking that money and putting it into bitcoin, which he ...",1,71
658,12/24/2020,CNBC’s “Squawk Box” team discusses bitcoin’s 2020 rally and what may be next for cryptocurrencies with Galaxy Digital CEO Michael Novogratz.,1,71
659,12/24/2020,"Michael Saylor, Microstrategy CEO, discusses his bitcoin strategy, and recommends companies, including Apple, Tesla and Amazon, that are sitting on large mounds of cash, invest ...",1,71
660,12/22/2020,"This year has been a wild ride for anyone invested in, or even just watching, the bitcoin market. The world’s most valuable virtual currency in ...",1,65
661,12/22/2020,"SINGAPORE — Compared to major market indexes that breached record highs despite the Covid-19 economic fallout, bitcoin appears “less volatile” than before.That’s according to Meltem ...",1,65
662,12/22/2020,"CNBC’s Scott Wapner talks with Anthony Scaramucci, founder and co-managing partner of Skybridge, about why he’s betting big on bitcoin.",1,65
663,12/22/2020,"Ruchir Sharma, chief global strategist at Morgan Stanley Investment, says evolving blockchain technology has led to the growth of bitcoin and as more people invest ...",1,65
664,12/22/2020,"CNBC’s “Halftime Report” team is joined by Skybridge’s Anthony Scaramucci to break down the future of money, digital currency, bitcoin and investment strategies.",1,65
665,12/22/2020,"Ruchir Sharma, chief global strategist at Morgan Stanley Investment, says the evolving blockchain technology has led to the growth of bitcoin and as more people ...",1,65
666,12/22/2020,"Bitcoin’s popularity continues to rise, with the cryptocurrency crossing $24,000 over the weekend. Many are now wondering what’s next for the crypto markets. Dan Morehead, ...",1,65
667,12/18/2020,"Jeff Kilburg KKM Financial, and Scott Nations, Nations Indexes, discuss bitcoin’s breakout and how to trade it now.",1,60
668,12/18/2020,Digital currency exchange Coinbase is going public as renewed investor interest in cryptocurrencies has pushed bitcoin to an all-time high. The IPO comes amid a ...,1,60
669,12/18/2020,Bitcoin’s record rally could hit a wall in 2021.Signs in the cryptocurrency’s technical chart point to a 25%-30% sell-off that’s likely to hit early in ...,1,60
670,12/18/2020,Bitcoin’s record rally could hit a wall in 2021.Signs in the cryptocurrency’s technical chart point to a 25%-30% sell-off that’s likely to hit early in ...,1,60
671,12/18/2020,Matt Maley of Miller Tabak and Michael Bapis of Vios Advisors at Rockefeller Capital Management discuss bitcoin’s recent performance and if investors should continue to ...,1,60
672,12/18/2020,"A herd of new, big investors are scooping up bitcoin this year as the price more than doubles.Investors who bought at least 1,000 bitcoins — ...",1,60
673,12/18/2020,"This is the daily notebook of Mike Santoli, CNBC’s senior markets commentator, with ideas about trends, stocks and market statistics.Mild upward drift, tracking the slow ...",1,60
674,12/18/2020,"The dollar rose on Friday from two-and-a-half-year lows as some investors squared positions heading into year-end, while Bitcoin edged lower but still hovered near its ...",1,60
675,12/16/2020,"Well, Bitcoin finally broke above $20,000 per coin this morning, for the first time ever. It has seemed inevitable ever since the floodgates opened for ...",1,68
676,12/16/2020,"Bitcoin breached the $20,000 level for the first time in history Wednesday, as crypto enthusiasts pointed to increased demand from institutional investors for the red-hot ...",1,68
677,12/16/2020,"Bitcoin has done it again — the cryptocurrency topped $20,000 Wednesday to reach its second record in three weeks and its highest level since 2017.The ...",1,68
678,12/16/2020,Investments in various major financial assets produced remarkable returns in what was a disastrous year for the U.S. and global economy amid the coronavirus pandemic.For ...,1,68
679,12/8/2020,"It’s in with the old, and out with the new, in Brian Sullivan’s RBI segment focusing on oil vs. bitcoin performance this past month.",0,67
680,12/6/2020,"At the Kapıkule border crossing between Bulgaria and Turkey, bitcoin is not accepted as a form of payment for the mandatory visa application fee. The ...",1,69
681,12/4/2020,"One of the United States’ top financial regulators said Thursday that new regulations on bitcoin and other cryptocurrencies were coming soon, but he downplayed concerns ...",0,65
682,12/2/2020,CNBC’s Seema Mody reports on BlackRock CEO Larry Fink’s comments about bitcoin.,1,61
683,12/2/2020,CNBC’s “Power Lunch” team discusses why Paypal’s stock price could move higher if bitcoin users are engaging in Paypal’s platform more with Dan Dolev of ...,1,61
684,12/2/2020,"Call it deja vu. Bitcoin topped $19,800 on Monday to reach a record and its highest level since 2017. The digital currency has been on ...",1,61
685,11/30/2020,The Winklevoss twins join “Squawk Box” to discuss bitcoin and where they see the cryptocurrency headed.,1,67
686,11/30/2020,Bitcoin set a new record high on Monday after the volatile cryptocurrency snapped back sharply over the weekend to recover from a sell-off around Thanksgiving.The ...,1,67
687,11/30/2020,Dizzy yet from the action in Bitcoin lately? I know I am. No sooner were we gearing up to cover the cryptocurrency’s dramatic Thanksgiving drop ...,1,67
688,11/30/2020,"Early bitcoin investors and founders of crypto-exchange Gemini, Tyler and Cameron Winklevoss, see bitcoin gaining more than 25 times its current value as more investors ...",1,67
689,11/30/2020,Tyler and Cameron Winklevoss join “Squawk Box” to discuss bitcoin and where they see the cryptocurrency headed.,1,67
690,11/26/2020,"Cryptocurrency exchange Coinbase said on Thursday its retail and professional-focused platforms were hit by tech problems, with users reporting difficulty trading as bitcoin plunged towards ...",0,81
691,11/26/2020,"LONDON — Bitcoin has plunged by close to $3,000 in less than 24 hours after hitting highs not seen since the end of 2017.The price ...",0,81
692,11/24/2020,"Fintech companies are helping fuel demand for bitcoin as they open the floodgates for millions of people to trade it.By one firm’s analysis, PayPal and ...",1,84
693,11/24/2020,"Bitcoin climbed past $19,000 Tuesday as the world’s best-known cryptocurrency continues its 2020 surge.The price of bitcoin was trading about 4.25% higher for the session ...",1,84
694,11/20/2020,"Mike Bucella, Blocktower Capital general partner, joins ‘Power Lunch’ to discuss why he says that the bitcoin rally this time is different.",1,70
695,11/20/2020,"Every day, in every corner of the Earth, people have a choice of how to spend, whether it is cash, checks, or using Visa, Mastercard ...",1,70
696,11/18/2020,CNBC’s Scott Wapner talks with Jeff Kilburg of KKM Financial about how to trade bitcoin as it hits recent highs.,1,72
697,11/18/2020,"Bitcoin hit a fresh high this week. It’s now at its highest level since the currency’s peak in 2017. Michael Novogratz, Galaxy Digital CEO and ...",1,72
698,11/18/2020,"Mark Yusko, CEO & CIO of Morgan Creek Capital Management, joins Worldwide Exchange for a conversation about why Bitcoin is hitting highs, and what could ...",1,72
699,11/18/2020,"Bitcoin just climbed past $18,000 for the first time since December 2017, extending a wild run for the cryptocurrency this year.The price of bitcoin was ...",1,72
700,11/12/2020,"Bitcoin briefly climbed above the $16,000 mark on Thursday, hitting a level not seen since early January 2018.The cryptocurrency’s price rose as high as $16,019 ...",1,64
701,11/4/2020,"Around $1 billion worth of bitcoin with potential ties to the Silk Road online black market is on the move, according to London-based blockchain analysis ...",1,57
702,11/2/2020,(This story is for CNBC Pro subscribers only).Investors should consider preparing for the possibility of a Democratic sweep on Tuesday by taking stakes in two ...,0,64
703,10/23/2020,"Gina Sanchez, Chantico Global and Lido Advisors, and Quint Tatro, Joule Financial, discuss their stances on bitcoin and if they think it can continue to ...",0,33
704,10/23/2020,(This story is for CNBC Pro subscribers only).Billionaire investor Michael Novogratz said Friday he’s bullish on both stocks and cryptocurrencies despite the uncertainty around the ...,0,33
705,10/23/2020,Should you trust the bitcoin bounce?Bitcoin prices climbed more than 3% to levels not seen since January 2018 on Thursday after PayPal’s announcement that it ...,0,33
706,10/21/2020,CNBC’s Kate Rooney explains bitcoin’s rise as companies like Square and PayPal buy in.,1,40
707,10/9/2020,CNBC’s Kate Rooney takes a look at Square’s reasoning for buying $50 million in bitcoin.,1,27
708,8/20/2020,"Cryptocurrency bitcoin and Facebook-backed Libra could play a role in a world where central banks globally begin to issue their own digital currencies, a former ...",1,56
709,7/27/2020,"Bitcoin jumped above $10,000 for the first time since early June after relatively muted recent price action. The digital currency was trading at $10,196.27 at ...",1,78
710,6/23/2020,(This story is for CNBC Pro subscribers only). A potential change at the top of United States’ main securities regulator could be a good thing ...,0,62
711,5/12/2020,"Bitcoin slid on Monday in volatile trading, after it went through a technical adjustment that reduced the rate at which new coins are created, but ...",1,31
712,5/8/2020,A rally in bitcoin led the cryptocurrency market higher ahead of a major technical event for the digital coin and as industry participants report an ...,0,75
713,4/30/2020,"Cryptocurrency prices surged on Thursday, led by a big jump in bitcoin. The entire market capitalization or value of cryptocurrencies jumped $35.3 billion in 24 ...",0,43
714,3/13/2020,"Cryptocurrencies took a battering following a global sell-off in stocks, with bitcoin seeing a near 40% plunge.The market capitalization, or total value of the entire ...",1,3
715,3/7/2020,"Another bitcoin ETF bust.The Securities and Exchange Commission last week issued yet another rejection to a prospective issuer, Wilshire Phoenix, for a bitcoin-based exchange-traded fund, ...",0,33
716,3/3/2020,"Chris Hempstead, director of institutional business development at IndexIQ, Nick Colas, the co-founder of DataTrek Research, and Dan Wiener, chairman of Adviser Investments, discuss the ...",0,31
717,2/28/2020,"Dave Chapman, executive director of BC Group, outlines why bitcoin is being considered a safe haven amid escalating coronavirus fears.",0,27
718,2/26/2020,"Chamath Palihapitiya, chairman of Virgin Galactic and founder of investment firm Social Capital, explained to CNBC’s “Squawk Box” crew why he says bitcoin is a ...",0,43
719,2/26/2020,"Billionaire investor Chamath Palihapitiya disagrees with Berkshire Hathaway chairman Warren Buffett on the value of bitcoin, as Buffett declared earlier this week that cryptocurrencies have ...",0,43
720,2/12/2020,"Bitcoin hit its highest level this year and also in five months on Wednesday, jumping above $10,000 and continuing the recent bull run for the ...",1,78
721,1/15/2020,Bitcoin has recorded its best start to the year since 2012. Optimism has returned to the market following a crash after the 2017 record high.Bitcoin ...,0,81
722,12/24/2019,"The mania and then share-price descent in marijuana stocks reminds market pro Tom Lee of two other big crashes, in 2018 and the early 2000s.The ...",0,33
723,12/20/2019,"As we get ready to say goodbye to the 2010s, CNBC.com is taking a look back at the key players, events and transformations from Wall ...",1,30
724,11/28/2019,"Roger Ver, founder of bitcoin.com, who’s known as “Bitcoin Jesus,” joins CNBC’s “Power Lunch” team to talk about the cryptocurrency markets, the price of Bitcoin ...",0,18
725,11/20/2019,"CFTC chairman Heath Tarbert joins ‘The Exchange’ from the CME Group Global Financial Leadership conference to discuss cryptocurrency, Facebook’s Libra and the definitions of bitcoin ...",0,39
726,11/4/2019,A forensic study on bitcoin’s 2017 boom has found that nearly the entire rise of the digital currency at the time is attributable to “one ...,1,59
727,10/23/2019,Bitcoin nosedived Wednesday as Congress members highlighted the downsides of cryptocurrency on Capitol Hill.The world’s largest digital currency fell as much as 9% to a ...,0,61
728,10/15/2019,Todd Rosenbluth of CFRA and top ETF consultant Chris Hempstead discuss what’s next for the long-awaited bitcoin ETF after yet another rejection by regulators. With ...,0,40
729,10/15/2019,"The bitcoin ETF has gotten the boot. Again.The Securities and Exchange Commission declined to approve Bitwise Asset Management’s long-awaited bitcoin-based exchange-traded fund again on Friday, ...",0,40
730,9/27/2019,"Anthony Pompliano, Morgan Creek Digital, joins ‘Squawk Box’ to discuss the price of bitcoin and the future of the currency.",1,14
731,9/27/2019,"This has been a tough week for bitcoin.The world’s first and largest cryptocurrency plunged more than 20% over seven days, hitting a low of $7,757 ...",1,14
732,9/25/2019,"Bitcoin plunged to its lowest level since June on Tuesday.The world’s most popular cryptocurrency fell as much as 15% to a low of $7,944.33, according ...",0,16
733,9/23/2019,"Intercontinental Exchange, the owner of the New York Stock Exchange, launched its bitcoin futures contracts late Sunday, in a move aimed at enticing investors who ...",0,38
734,9/19/2019,"NEW YORK — Bitcoin will need stronger regulation before it’s traded on a major exchange, and investors should be wary until that happens, Securities and ...",1,50
735,9/11/2019,"Van Eck Associates CEO Jan Van Eck talks his firm’s exclusive, bitcoin-based ETF with CNBC’s Bob Pisani. With Nick Colas of DataTrek Research and ETF ...",1,60
736,9/5/2019,"Blockchain is a risky technology that is far from infallible, according to Mark Mobius.The legendary investor raised concerns about the notion that blockchain, which is ...",0,64
737,8/26/2019,Luno CEO Marcus Swanepoel says bitcoin makes sense as an alternative investment for people looking to diversify their portfolio.,1,40
738,8/16/2019,"“Futures Now” Anthony Grisanti, GRZ Energy, and Jim Iuorio, TJM Institutional Services, discuss bitcoin’s rocky journey with CNBC’s Eric Chemi.",1,38
739,8/14/2019,"Nicholas Colas, DataTrek Research Co-Founder, discusses the advantages to bitcoin and other cryptocurrencies during market uncertainty",0,77
740,8/6/2019,"As the stock market tanked on Monday, Bitcoin took another leg higher. Anthony Pompliano, co-founder and partner at Morgan Creek Digital Assets, joins “Squawk Box” ...",0,79
741,8/2/2019,"Steve Bannon, whose influence helped Donald Trump win the White House, disagrees with the president on bitcoin.“Cryptocurrencies have a big future,” Bannon told CNBC on ...",1,43
742,7/19/2019,Facebook has made headlines of late with its plans to create a cryptocurrency.The social media company has been forced to defend the project on Capitol ...,0,32
743,7/19/2019,Venture capitalist Tim Draper told CNBC on Friday that bitcoin is good for humanity and that federal regulators should give it room to flourish.Cryptocurrencies have ...,0,32
744,7/19/2019,Venture capitalist Tim Draper told CNBC on Friday that bitcoin is good for humanity and that federal regulators should give it room to flourish.Cryptocurrencies have ...,0,32
745,7/17/2019,"“Futures Now” Jim Iuorio of TJM Institutional Services, and Anthony Grisanti of GRZ Energy discuss with CNBC’s Seema Mody the direction of bitcoin.",1,22
746,7/15/2019,"Bitcoin fell sharply on Monday, following President Donald Trump’s criticism of cryptocurrencies.The world’s most valuable virtual currency dropped about 10% to $10,175, according to CoinDesk ...",1,34
747,7/13/2019,"Cryptocurrencies, like Facebook’s Libra and Bitcoin, have come under fire by some big names, like Federal Reserve chairman Jerome Powell and Representative Maxine Waters. “Libra ...",0,66
748,7/11/2019,Bitcoin is sliding after Federal Reserve Chairman Jerome Powell poured cold water on Facebook’s plans to launch a cryptocurrency.The world’s best-known digital coin — which ...,0,80
749,7/9/2019,"Silicon Valley venture capitalist Chamath Palihapitiya, an early investor in bitcoin, is still crazy about the cryptocurrency.“It’s the single best hedge against the traditional financial ...",1,84
750,6/27/2019,"Bitcoin cratered Thursday, living up to its volatile reputation after hitting a 17-month high a day earlier.The world’s most widely traded cryptocurrency dropped to a ...",0,87
751,6/27/2019,"Bitcoin was on the rise Thursday morning after a sell-off overnight. It hit a price of nearly $14,000 on Wednesday. The cryptocurrency jumped nearly 200% ...",0,87
752,6/27/2019,“Futures Now” Scott Nations of NationsShares and Jim Iuorio of TJM Institutional discuss bitcoin’s falling price with CNBC’s Seema Mody.,0,87
753,6/27/2019,Bitcoin is still rallying. CNBC’s Seema Mody reports on what’s driving the move.,0,87
754,6/27/2019,"Bitcoin has been on a surge, although its value did skid Thursday morning, plunging $2,000 in less than 24 hours after the cryptocurrency trading platform ...",0,87
755,6/25/2019,"Bitcoin has been on a tear this year, rising almost 200% since the start of the year. There are multiple theories as to why, and ...",1,86
756,6/25/2019,"Bitcoin’s big comeback, a senate proposal aims to place a price tag on your data, the food delivery landscape could soon change and the airline ...",1,86
757,6/25/2019,"The new safety trade. Would you rather buy gold or bitcoin? With CNBC’s Seema Mody and the Futures Now traders, Anthony Grisanti from the NYMEX ...",1,86
758,6/25/2019,"CNBC’s Seema Mody reports on bitcoin’s surge as prices break past $11,000.",1,86
759,6/19/2019,"Bitcoin appears to be back in business.Having crossed above the $9,000 level on Sunday ahead of Facebook announcing its own cryptocurrency, Libra, bitcoin is now ...",1,81
760,6/19/2019,"Bitcoin appears to be back in business.Having crossed above the $9,000 level on Sunday ahead of Facebook announcing its own cryptocurrency, Libra, bitcoin is now ...",1,81
761,6/17/2019,"Bitcoin leaped across the $9,000 mark on Sunday, boosted by reports that Facebook is soon set to launch its own cryptocurrency.The world’s largest digital coin ...",1,77
